,NAM_C1,NAM_C2,P.value
EMID1,0,3,0.117560010183048
EMX1,2,1,1
ENG,1,2,0.617507676480666
ENO1,1,2,0.617507676480666
ENO2,1,2,0.617507676480666
ENO3,3,0,0.248730217151269
ENSA,2,1,1
ENTPD4,1,2,0.617507676480666
ENTPD6,1,2,0.617507676480666
ENY2,0,3,0.117560010183048
EOGT,1,2,0.617507676480666
EPB41,2,1,1
EPCAM,1,2,0.617507676480666
EPHX3,2,1,1
EPM2AIP1,2,1,1
EPT1,2,1,1
ERAS,1,2,0.617507676480666
ERGIC2,2,1,1
ERGIC3,1,2,0.617507676480666
ERMAP,1,2,0.617507676480666
ERO1LB,3,0,0.248730217151269
ETFB,1,2,0.617507676480666
ETS1,1,2,0.617507676480666
ETV5,1,2,0.617507676480666
EXD3,0,3,0.117560010183048
EXOC3,2,1,1
EXOC3L2,2,1,1
EXOSC10,2,1,1
EXOSC2,0,3,0.117560010183048
EXOSC9,0,3,0.117560010183048
EZR,1,2,0.617507676480666
F12,2,1,1
FABP9,2,1,1
FADS2,0,3,0.117560010183048
FAM101A,2,1,1
FAM105A,1,2,0.617507676480666
FAM107B,1,2,0.617507676480666
FAM110A,3,0,0.248730217151269
FAM117B,2,1,1
FAM120B,2,1,1
FAM132A,2,1,1
FAM134A,1,2,0.617507676480666
FAM151B,2,1,1
FAM153A,0,3,0.117560010183048
FAM160B1,1,2,0.617507676480666
FAM161B,1,2,0.617507676480666
FAM168A,0,3,0.117560010183048
FAM174A,0,3,0.117560010183048
FAM180A,1,2,0.617507676480666
FAM187B,1,2,0.617507676480666
FAM19A1,3,0,0.248730217151269
FAM19A3,2,1,1
FAM212A,1,2,0.617507676480666
FAM229B,1,2,0.617507676480666
FAM46A,2,1,1
FAM78A,2,1,1
FAM83D,2,1,1
FAM98A,2,1,1
FAM9A,3,0,0.248730217151269
FAM9C,1,2,0.617507676480666
FANCE,0,3,0.117560010183048
FANCL,2,1,1
FARSB,0,3,0.117560010183048
FAS,3,0,0.248730217151269
FATE1,2,1,1
FBXL16,0,3,0.117560010183048
FBXL5,2,1,1
FBXO22,2,1,1
FBXO27,2,1,1
FBXO3,2,1,1
FBXO31,2,1,1
FBXO41,2,1,1
FCGRT,0,3,0.117560010183048
FCN3,1,2,0.617507676480666
FCRLB,2,1,1
FDFT1,2,1,1
FDX1,1,2,0.617507676480666
FGD2,2,1,1
FGF7,2,1,1
FGF9,0,3,0.117560010183048
FGFBP1,0,3,0.117560010183048
FGFBP2,2,1,1
FGG,1,2,0.617507676480666
FGL2,2,1,1
FIBIN,2,1,1
FIGF,2,1,1
FIGLA,2,1,1
FIZ1,2,1,1
FJX1,1,2,0.617507676480666
FKBP15,1,2,0.617507676480666
FKBP5,2,1,1
FKBPL,2,1,1
FLOT2,2,1,1
FLYWCH1,1,2,0.617507676480666
FMN1,2,1,1
FNTA,1,2,0.617507676480666
FOLR1,1,2,0.617507676480666
FOSL2,2,1,1
FOXD3,1,2,0.617507676480666
FOXD4L3,3,0,0.248730217151269
FOXD4L6,1,2,0.617507676480666
FOXI2,1,2,0.617507676480666
FOXJ2,1,2,0.617507676480666
FOXK2,1,2,0.617507676480666
FOXN1,1,2,0.617507676480666
FOXO1,2,1,1
FRK,3,0,0.248730217151269
FSCN1,1,2,0.617507676480666
FTSJ3,2,1,1
FUCA2,2,1,1
FUT1,0,3,0.117560010183048
FUT7,2,1,1
FXYD6,0,3,0.117560010183048
G3BP2,2,1,1
GABPB2,1,2,0.617507676480666
GABRR3,1,2,0.617507676480666
GAGE10,0,3,0.117560010183048
GAGE2A,2,1,1
GALK1,2,1,1
GALNT16,1,2,0.617507676480666
GALR2,0,3,0.117560010183048
GAPDH,2,1,1
GAPT,1,2,0.617507676480666
GAS6,1,2,0.617507676480666
GATS,2,1,1
GBP1,1,2,0.617507676480666
GBP2,2,1,1
GDPD5,2,1,1
GET4,1,2,0.617507676480666
GFI1,1,2,0.617507676480666
GFI1B,2,1,1
GFM2,1,2,0.617507676480666
GFOD1,0,3,0.117560010183048
GFRA2,1,2,0.617507676480666
GGT6,1,2,0.617507676480666
GGTLC2,2,1,1
GIN1,1,2,0.617507676480666
GINM1,1,2,0.617507676480666
GINS4,1,2,0.617507676480666
GJA3,2,1,1
GJB7,1,2,0.617507676480666
GJC3,2,1,1
GJD4,2,1,1
GKAP1,1,2,0.617507676480666
GKN2,1,2,0.617507676480666
GLB1,1,2,0.617507676480666
GLB1L2,2,1,1
GLRX3,2,1,1
GLT8D1,2,1,1
GLTSCR2,0,3,0.117560010183048
GLUD1,1,2,0.617507676480666
GLYR1,3,0,0.248730217151269
GMCL1,1,2,0.617507676480666
GMEB1,0,3,0.117560010183048
GML,2,1,1
GNB1L,2,1,1
GNB2L1,2,1,1
GNG13,2,1,1
GNGT1,2,1,1
GNPTAB,0,3,0.117560010183048
GOLGA6A,0,3,0.117560010183048
GOLGA6L10,2,1,1
GOLGA8F,1,2,0.617507676480666
GOT1,1,2,0.617507676480666
GP1BA,2,1,1
GPAT2,1,2,0.617507676480666
GPBP1,2,1,1
GPER1,2,1,1
GPHB5,2,1,1
GPN3,2,1,1
GPR107,1,2,0.617507676480666
GPR12,1,2,0.617507676480666
GPR135,1,2,0.617507676480666
GPR137C,2,1,1
GPR155,1,2,0.617507676480666
GPR160,1,2,0.617507676480666
GPR162,2,1,1
GPR27,1,2,0.617507676480666
GPR84,2,1,1
GPR87,2,1,1
GPRC5A,2,1,1
GPS1,2,1,1
GPX1,1,2,0.617507676480666
GPX7,0,3,0.117560010183048
GRHPR,2,1,1
GRIPAP1,1,2,0.617507676480666
GRK1,1,2,0.617507676480666
GRK4,0,3,0.117560010183048
GRPEL1,1,2,0.617507676480666
GSTA2,1,2,0.617507676480666
GSTM2,0,3,0.117560010183048
GTF2A1,1,2,0.617507676480666
GTF2F1,2,1,1
GTSE1,1,2,0.617507676480666
GTSF1,1,2,0.617507676480666
GXYLT1,2,1,1
GYPA,1,2,0.617507676480666
GZMA,1,2,0.617507676480666
HACL1,0,3,0.117560010183048
HADHA,2,1,1
HAGH,3,0,0.248730217151269
HAGHL,1,2,0.617507676480666
HARBI1,1,2,0.617507676480666
HAUS1,2,1,1
HAUS4,1,2,0.617507676480666
HAUS5,2,1,1
HBE1,3,0,0.248730217151269
HBP1,1,2,0.617507676480666
HCCS,1,2,0.617507676480666
HCRTR1,0,3,0.117560010183048
HCST,2,1,1
HDAC1,2,1,1
HDAC10,1,2,0.617507676480666
HDAC3,1,2,0.617507676480666
HDAC5,1,2,0.617507676480666
HDGFL1,2,1,1
HDGFRP2,0,3,0.117560010183048
HDGFRP3,2,1,1
HDHD1,1,2,0.617507676480666
HEATR4,1,2,0.617507676480666
HEATR6,2,1,1
HECTD2,2,1,1
HEXIM1,0,3,0.117560010183048
HGD,1,2,0.617507676480666
HHATL,2,1,1
HHLA2,1,2,0.617507676480666
HIAT1,2,1,1
HIATL2,2,1,1
HIBCH,3,0,0.248730217151269
HIF1A,1,2,0.617507676480666
HIGD2B,1,2,0.617507676480666
HINFP,2,1,1
HIST1H1T,2,1,1
HIST1H2AG,0,3,0.117560010183048
HIST1H2AL,2,1,1
HIST1H2BB,1,2,0.617507676480666
HIST1H2BG,1,2,0.617507676480666
HIST1H2BI,1,2,0.617507676480666
HIST1H2BL,2,1,1
HIST1H2BM,1,2,0.617507676480666
HIST1H3F,2,1,1
HIST1H3H,1,2,0.617507676480666
HIST1H4B,2,1,1
HIST1H4C,0,3,0.117560010183048
HIST1H4K,3,0,0.248730217151269
HIST2H3D,2,1,1
HLA-A,0,3,0.117560010183048
HLA-C,2,1,1
HLA-DQA2,1,2,0.617507676480666
HLA-DQB2,1,2,0.617507676480666
HLCS,1,2,0.617507676480666
HMG20A,0,3,0.117560010183048
HMGA2,3,0,0.248730217151269
HMGB4,2,1,1
HMGCR,0,3,0.117560010183048
HMGXB4,1,2,0.617507676480666
HMX3,1,2,0.617507676480666
HNF1B,0,3,0.117560010183048
HNRNPAB,2,1,1
HNRNPD,1,2,0.617507676480666
HNRNPH1,2,1,1
HNRNPL,1,2,0.617507676480666
HOXA4,1,2,0.617507676480666
HOXA6,2,1,1
HOXB5,2,1,1
HOXC13,1,2,0.617507676480666
HOXC9,1,2,0.617507676480666
HPCAL4,1,2,0.617507676480666
HPD,2,1,1
HPS6,2,1,1
HRAS,1,2,0.617507676480666
HRASLS5,1,2,0.617507676480666
HS1BP3,3,0,0.248730217151269
HS6ST2,1,2,0.617507676480666
HSD17B1,2,1,1
HSF2,2,1,1
HTR3E,1,2,0.617507676480666
HYAL1,1,2,0.617507676480666
HYKK,2,1,1
ICA1L,1,2,0.617507676480666
ICK,2,1,1
ICOS,1,2,0.617507676480666
ID2,1,2,0.617507676480666
ID3,0,3,0.117560010183048
IER5,2,1,1
IFNA1,1,2,0.617507676480666
IFNA10,3,0,0.248730217151269
IFNA13,1,2,0.617507676480666
IFNE,2,1,1
IFNG,1,2,0.617507676480666
IFNL2,2,1,1
IFRD1,3,0,0.248730217151269
IFT46,0,3,0.117560010183048
IFT81,1,2,0.617507676480666
IGF1,3,0,0.248730217151269
IGFALS,1,2,0.617507676480666
IGFBPL1,0,3,0.117560010183048
IGFL2,0,3,0.117560010183048
IGHV3-16,0,3,0.117560010183048
IGHV3-72,2,1,1
IGHV4-59,0,3,0.117560010183048
IGHV4-61,1,2,0.617507676480666
IGKV1-8,1,2,0.617507676480666
IGKV1-9,0,3,0.117560010183048
IGKV2D-28,1,2,0.617507676480666
IGKV3-11,1,2,0.617507676480666
IGKV4-1,1,2,0.617507676480666
IGKV5-2,1,2,0.617507676480666
IGLC2,3,0,0.248730217151269
IGLL5,1,2,0.617507676480666
IGLV2-23,2,1,1
IGLV3-22,1,2,0.617507676480666
IGLV3-27,2,1,1
IGLV3-32,2,1,1
IGLV4-60,1,2,0.617507676480666
IGLV7-43,1,2,0.617507676480666
IGLV8-61,1,2,0.617507676480666
IGSF9,0,3,0.117560010183048
IHH,1,2,0.617507676480666
IKZF4,1,2,0.617507676480666
IL12B,2,1,1
IL12RB1,1,2,0.617507676480666
IL1F10,3,0,0.248730217151269
IL1RL2,2,1,1
IL26,1,2,0.617507676480666
IL2RA,1,2,0.617507676480666
IL2RG,2,1,1
IL36B,2,1,1
IL4I1,2,1,1
ILDR1,2,1,1
INA,3,0,0.248730217151269
INF2,1,2,0.617507676480666
ING3,1,2,0.617507676480666
INHBC,2,1,1
INPP5A,1,2,0.617507676480666
INPP5E,0,3,0.117560010183048
INSL4,2,1,1
INSM1,1,2,0.617507676480666
INTS10,0,3,0.117560010183048
INTS7,1,2,0.617507676480666
INTS9,3,0,0.248730217151269
IPO11,1,2,0.617507676480666
IPO5,0,3,0.117560010183048
IPP,1,2,0.617507676480666
IPPK,0,3,0.117560010183048
IQCF3,0,3,0.117560010183048
IQCH,2,1,1
IQCJ-SCHIP1,1,2,0.617507676480666
IRAK2,2,1,1
IRAK4,2,1,1
IRF2,2,1,1
IRF7,1,2,0.617507676480666
IRF9,1,2,0.617507676480666
IRS2,3,0,0.248730217151269
ISLR,2,1,1
ISOC2,1,2,0.617507676480666
IST1,2,1,1
ITFG3,1,2,0.617507676480666
ITLN2,1,2,0.617507676480666
ITPKC,0,3,0.117560010183048
ITPRIPL2,1,2,0.617507676480666
IVD,1,2,0.617507676480666
JMJD7-PLA2G4B,2,1,1
JRKL,1,2,0.617507676480666
JUN,2,1,1
JUP,1,2,0.617507676480666
KANK2,3,0,0.248730217151269
KAT8,1,2,0.617507676480666
KATNAL1,0,3,0.117560010183048
KATNBL1,0,3,0.117560010183048
KBTBD12,0,3,0.117560010183048
KBTBD2,3,0,0.248730217151269
KCMF1,2,1,1
KCNA7,1,2,0.617507676480666
KCNC1,2,1,1
KCNE4,2,1,1
KCNIP2,3,0,0.248730217151269
KCNJ9,1,2,0.617507676480666
KCNK3,1,2,0.617507676480666
KCNQ1,1,2,0.617507676480666
KCTD1,2,1,1
KCTD2,2,1,1
KDM4B,2,1,1
KDSR,1,2,0.617507676480666
KHDC1,2,1,1
KIAA0020,1,2,0.617507676480666
KIAA0141,0,3,0.117560010183048
KIAA0930,2,1,1
KIAA1161,0,3,0.117560010183048
KIAA1919,1,2,0.617507676480666
KLC1,0,3,0.117560010183048
KLF12,1,2,0.617507676480666
KLF14,3,0,0.248730217151269
KLF6,0,3,0.117560010183048
KLHDC2,1,2,0.617507676480666
KLHL17,2,1,1
KLHL24,0,3,0.117560010183048
KLHL25,0,3,0.117560010183048
KLHL35,0,3,0.117560010183048
KLK10,1,2,0.617507676480666
KLK12,2,1,1
KLK14,2,1,1
KLK4,0,3,0.117560010183048
KNOP1,1,2,0.617507676480666
KRCC1,1,2,0.617507676480666
KREMEN1,1,2,0.617507676480666
KRI1,1,2,0.617507676480666
KRR1,1,2,0.617507676480666
KRT8,0,3,0.117560010183048
KRTAP10-12,2,1,1
KRTAP10-5,2,1,1
KRTAP4-2,2,1,1
KRTAP4-4,2,1,1
KRTAP4-5,1,2,0.617507676480666
KRTAP9-8,0,3,0.117560010183048
KRTAP9-9,2,1,1
L1TD1,0,3,0.117560010183048
L3HYPDH,2,1,1
LACE1,2,1,1
LAG3,1,2,0.617507676480666
LANCL3,2,1,1
LASP1,1,2,0.617507676480666
LCE1A,1,2,0.617507676480666
LCE1E,0,3,0.117560010183048
LCE3B,1,2,0.617507676480666
LDB1,1,2,0.617507676480666
LDHB,1,2,0.617507676480666
LENG1,0,3,0.117560010183048
LFNG,2,1,1
LGALS12,1,2,0.617507676480666
LGALS14,0,3,0.117560010183048
LGALSL,0,3,0.117560010183048
LHFPL3,0,3,0.117560010183048
LIMD1,2,1,1
LIMK2,1,2,0.617507676480666
LIN54,0,3,0.117560010183048
LINGO3,1,2,0.617507676480666
LINGO4,2,1,1
LIPJ,1,2,0.617507676480666
LIX1,1,2,0.617507676480666
LMCD1,1,2,0.617507676480666
LMNB1,2,1,1
LMNTD2,2,1,1
LMTK3,2,1,1
LNX2,1,2,0.617507676480666
LONRF1,1,2,0.617507676480666
LONRF2,0,3,0.117560010183048
LOXL3,1,2,0.617507676480666
LPAR1,1,2,0.617507676480666
LPAR6,3,0,0.248730217151269
LRCH2,0,3,0.117560010183048
LRR1,1,2,0.617507676480666
LRRC10,2,1,1
LRRC14B,3,0,0.248730217151269
LRRC27,2,1,1
LRRC28,2,1,1
LRRC45,0,3,0.117560010183048
LRRC55,0,3,0.117560010183048
LRRC56,2,1,1
LRRC57,2,1,1
LRRC59,0,3,0.117560010183048
LRRC74A,2,1,1
LRRFIP1,0,3,0.117560010183048
LRRN4,1,2,0.617507676480666
LRRN4CL,1,2,0.617507676480666
LSM11,2,1,1
LUC7L3,1,2,0.617507676480666
LY6D,2,1,1
LY6K,2,1,1
LY86,0,3,0.117560010183048
LYPD4,0,3,0.117560010183048
LZTS2,0,3,0.117560010183048
MAEA,0,3,0.117560010183048
MAF,1,2,0.617507676480666
MAGIX,0,3,0.117560010183048
MAN1B1,1,2,0.617507676480666
MAP2K5,1,2,0.617507676480666
MAP3K10,3,0,0.248730217151269
MAP3K2,1,2,0.617507676480666
MAP3K7CL,2,1,1
MAP3K8,3,0,0.248730217151269
MAP7D1,1,2,0.617507676480666
MAPK1,1,2,0.617507676480666
MAPK3,0,3,0.117560010183048
MAPK8,1,2,0.617507676480666
MAPK8IP1,2,1,1
MAPKAPK3,1,2,0.617507676480666
MARCH3,2,1,1
MAT2B,2,1,1
MATN3,1,2,0.617507676480666
MAVS,0,3,0.117560010183048
MBD2,1,2,0.617507676480666
MBNL1,2,1,1
MCTS1,0,3,0.117560010183048
MCU,3,0,0.248730217151269
MDFIC,1,2,0.617507676480666
MDM4,3,0,0.248730217151269
MED25,3,0,0.248730217151269
MED26,0,3,0.117560010183048
MED27,2,1,1
MED6,0,3,0.117560010183048
MEF2D,2,1,1
MELK,1,2,0.617507676480666
MEOX1,2,1,1
METTL10,1,2,0.617507676480666
METTL15,1,2,0.617507676480666
METTL16,0,3,0.117560010183048
METTL2A,1,2,0.617507676480666
METTL2B,3,0,0.248730217151269
METTL3,2,1,1
METTL7B,1,2,0.617507676480666
MEX3A,1,2,0.617507676480666
MEX3C,3,0,0.248730217151269
MFAP3,2,1,1
MFAP5,2,1,1
MFGE8,0,3,0.117560010183048
MFHAS1,0,3,0.117560010183048
MFSD12,2,1,1
MFSD4,0,3,0.117560010183048
MFSD6L,3,0,0.248730217151269
MFSD7,2,1,1
MIDN,1,2,0.617507676480666
MIIP,1,2,0.617507676480666
MINA,1,2,0.617507676480666
MINK1,0,3,0.117560010183048
MISP,2,1,1
MITF,0,3,0.117560010183048
MKNK2,1,2,0.617507676480666
MLF1,2,1,1
MLF2,2,1,1
MLLT1,0,3,0.117560010183048
MLX,3,0,0.248730217151269
MMAB,2,1,1
MMD,1,2,0.617507676480666
MMP24,2,1,1
MNAT1,2,1,1
MORN5,0,3,0.117560010183048
MPL,3,0,0.248730217151269
MPV17,1,2,0.617507676480666
MRAP,3,0,0.248730217151269
MRFAP1,2,1,1
MRGPRE,0,3,0.117560010183048
MRGPRX2,1,2,0.617507676480666
MRO,1,2,0.617507676480666
MROH6,1,2,0.617507676480666
MRPL13,2,1,1
MRPL14,3,0,0.248730217151269
MRPL15,1,2,0.617507676480666
MRPL3,1,2,0.617507676480666
MRPL42,0,3,0.117560010183048
MRPL47,2,1,1
MRPS28,1,2,0.617507676480666
MRPS30,2,1,1
MRPS31,2,1,1
MRPS7,0,3,0.117560010183048
MRS2,2,1,1
MRVI1,1,2,0.617507676480666
MS4A10,0,3,0.117560010183048
MS4A6E,1,2,0.617507676480666
MSL2,3,0,0.248730217151269
MSTN,2,1,1
MSTO1,1,2,0.617507676480666
MT1HL1,2,1,1
MTDH,1,2,0.617507676480666
MTMR3,3,0,0.248730217151269
MTX2,1,2,0.617507676480666
MUC2,0,3,0.117560010183048
MVK,1,2,0.617507676480666
MYL3,2,1,1
MYL7,1,2,0.617507676480666
MYNN,1,2,0.617507676480666
N6AMT1,2,1,1
NAA25,1,2,0.617507676480666
NAA30,1,2,0.617507676480666
NABP2,1,2,0.617507676480666
NACA2,2,1,1
NANP,2,1,1
NANS,1,2,0.617507676480666
NAPB,1,2,0.617507676480666
NARS,1,2,0.617507676480666
NASP,3,0,0.248730217151269
NAT1,3,0,0.248730217151269
NBPF10,1,2,0.617507676480666
NCCRP1,2,1,1
NCF1,1,2,0.617507676480666
NCKIPSD,1,2,0.617507676480666
NCR2,0,3,0.117560010183048
NCS1,0,3,0.117560010183048
NDST1,2,1,1
NDST2,2,1,1
NDUFA5,0,3,0.117560010183048
NDUFA8,1,2,0.617507676480666
NDUFA9,1,2,0.617507676480666
NDUFAF1,2,1,1
NDUFB11,3,0,0.248730217151269
NECAP1,1,2,0.617507676480666
NEDD9,2,1,1
NEFL,2,1,1
NEK8,1,2,0.617507676480666
NEK9,1,2,0.617507676480666
NEU3,2,1,1
NEUROD2,1,2,0.617507676480666
NEXN,2,1,1
NFATC2IP,2,1,1
NFE2L3,0,3,0.117560010183048
NFS1,1,2,0.617507676480666
NFU1,2,1,1
NHEJ1,0,3,0.117560010183048
NHLRC2,0,3,0.117560010183048
NHLRC3,2,1,1
NKPD1,1,2,0.617507676480666
NLE1,1,2,0.617507676480666
NME7,1,2,0.617507676480666
NOC2L,2,1,1
NOL7,1,2,0.617507676480666
NOL8,1,2,0.617507676480666
NOL9,2,1,1
NOMO2,0,3,0.117560010183048
NONO,1,2,0.617507676480666
NOP2,0,3,0.117560010183048
NPBWR1,3,0,0.248730217151269
NPEPL1,3,0,0.248730217151269
NPEPPS,3,0,0.248730217151269
NPIPA5,3,0,0.248730217151269
NPIPB4,1,2,0.617507676480666
NPM2,2,1,1
NPRL3,1,2,0.617507676480666
NPTX1,1,2,0.617507676480666
NQO2,1,2,0.617507676480666
NR1D1,2,1,1
NR1H3,3,0,0.248730217151269
NR2C1,0,3,0.117560010183048
NR4A1,0,3,0.117560010183048
NRAS,2,1,1
NRBP1,1,2,0.617507676480666
NRL,3,0,0.248730217151269
NSUN5,0,3,0.117560010183048
NT5C2,1,2,0.617507676480666
NT5DC2,2,1,1
NUAK2,2,1,1
NUBP1,2,1,1
NUDCD2,0,3,0.117560010183048
NUDT1,2,1,1
NUFIP1,2,1,1
NUFIP2,1,2,0.617507676480666
NUMB,3,0,0.248730217151269
NUP62,0,3,0.117560010183048
NUP85,2,1,1
NUTM2D,2,1,1
NUTM2F,1,2,0.617507676480666
NYX,1,2,0.617507676480666
OAF,2,1,1
OAT,2,1,1
OBFC1,2,1,1
OCM,1,2,0.617507676480666
OCM2,3,0,0.248730217151269
ODAM,2,1,1
ODF3L2,1,2,0.617507676480666
OGN,1,2,0.617507676480666
OMG,3,0,0.248730217151269
ONECUT2,0,3,0.117560010183048
OOEP,0,3,0.117560010183048
OPN1MW,2,1,1
OR10A3,1,2,0.617507676480666
OR10AD1,1,2,0.617507676480666
OR10H1,1,2,0.617507676480666
OR1B1,2,1,1
OR1E1,2,1,1
OR1J1,2,1,1
OR1K1,2,1,1
OR1L6,1,2,0.617507676480666
OR2A7,3,0,0.248730217151269
OR2T29,2,1,1
OR4D1,3,0,0.248730217151269
OR4F5,1,2,0.617507676480666
OR52I1,1,2,0.617507676480666
OR5C1,0,3,0.117560010183048
OR6C75,2,1,1
OR7C1,0,3,0.117560010183048
ORAI1,2,1,1
ORAI2,2,1,1
OSBPL9,1,2,0.617507676480666
OSCP1,1,2,0.617507676480666
OTOS,2,1,1
OTX1,1,2,0.617507676480666
P2RX6,2,1,1
P2RY1,2,1,1
P2RY12,2,1,1
P2RY14,2,1,1
P2RY2,0,3,0.117560010183048
P3H2,1,2,0.617507676480666
P3H3,1,2,0.617507676480666
P3H4,2,1,1
P4HA3,0,3,0.117560010183048
P4HTM,3,0,0.248730217151269
PABPC1L,1,2,0.617507676480666
PABPC1L2A,1,2,0.617507676480666
PABPC4,0,3,0.117560010183048
PACRGL,1,2,0.617507676480666
PACSIN3,3,0,0.248730217151269
PAF1,2,1,1
PAGE5,1,2,0.617507676480666
PAK1,1,2,0.617507676480666
PAK1IP1,3,0,0.248730217151269
PALM2,1,2,0.617507676480666
PAN3,1,2,0.617507676480666
PANK1,2,1,1
PAPD4,2,1,1
PARL,1,2,0.617507676480666
PARPBP,1,2,0.617507676480666
PBDC1,1,2,0.617507676480666
PBX4,2,1,1
PCBP2,1,2,0.617507676480666
PCMTD2,1,2,0.617507676480666
PCOLCE,3,0,0.248730217151269
PDCD1,0,3,0.117560010183048
PDCD10,2,1,1
PDCD5,1,2,0.617507676480666
PDCL2,2,1,1
PDE4A,2,1,1
PDE6G,1,2,0.617507676480666
PDE7B,0,3,0.117560010183048
PDGFC,2,1,1
PDIA2,1,2,0.617507676480666
PDIA5,2,1,1
PDK3,3,0,0.248730217151269
PDLIM7,1,2,0.617507676480666
PDP2,3,0,0.248730217151269
PDPN,2,1,1
PEG10,2,1,1
PELI3,0,3,0.117560010183048
PEX11A,2,1,1
PEX16,2,1,1
PEX6,0,3,0.117560010183048
PGC,2,1,1
PGGT1B,2,1,1
PGPEP1L,1,2,0.617507676480666
PGS1,1,2,0.617507676480666
PHB2,0,3,0.117560010183048
PHF6,0,3,0.117560010183048
PHKG2,0,3,0.117560010183048
PHLDA1,1,2,0.617507676480666
PHTF1,1,2,0.617507676480666
PID1,1,2,0.617507676480666
PIGB,1,2,0.617507676480666
PIGK,2,1,1
PIGV,3,0,0.248730217151269
PIGZ,1,2,0.617507676480666
PIH1D3,0,3,0.117560010183048
PIK3CD,1,2,0.617507676480666
PIK3R6,1,2,0.617507676480666
PILRA,0,3,0.117560010183048
PIP4K2A,1,2,0.617507676480666
PIP5K1A,1,2,0.617507676480666
PIR,1,2,0.617507676480666
PIRT,2,1,1
PISD,1,2,0.617507676480666
PLA2G4D,0,3,0.117560010183048
PLA2G7,2,1,1
PLAGL1,0,3,0.117560010183048
PLAU,0,3,0.117560010183048
PLD3,1,2,0.617507676480666
PLEKHG6,3,0,0.248730217151269
PLEKHM2,1,2,0.617507676480666
PLIN2,1,2,0.617507676480666
PLK3,0,3,0.117560010183048
PLP1,1,2,0.617507676480666
PLS1,1,2,0.617507676480666
PLS3,0,3,0.117560010183048
PM20D1,1,2,0.617507676480666
PMM1,3,0,0.248730217151269
PNCK,2,1,1
PNMAL1,1,2,0.617507676480666
PNO1,0,3,0.117560010183048
PNPLA3,2,1,1
PNPLA4,1,2,0.617507676480666
PNRC1,0,3,0.117560010183048
POLA2,1,2,0.617507676480666
POLK,1,2,0.617507676480666
POLR3D,3,0,0.248730217151269
POLR3E,3,0,0.248730217151269
POMC,2,1,1
POMGNT1,2,1,1
POMT2,2,1,1
POP4,3,0,0.248730217151269
POP7,0,3,0.117560010183048
POTEA,1,2,0.617507676480666
POU1F1,1,2,0.617507676480666
POU3F2,2,1,1
POU5F2,2,1,1
POU6F1,1,2,0.617507676480666
PPHLN1,2,1,1
PPIL2,2,1,1
PPIL4,1,2,0.617507676480666
PPIP5K1,1,2,0.617507676480666
PPM1G,1,2,0.617507676480666
PPM1K,0,3,0.117560010183048
PPP1R18,1,2,0.617507676480666
PPP1R32,2,1,1
PPP1R7,1,2,0.617507676480666
PPP1R9A,3,0,0.248730217151269
PPP2R1B,1,2,0.617507676480666
PPP2R2D,0,3,0.117560010183048
PPP2R3A,1,2,0.617507676480666
PPP5C,0,3,0.117560010183048
PPP6C,1,2,0.617507676480666
PPP6R2,2,1,1
PPT2,1,2,0.617507676480666
PPTC7,1,2,0.617507676480666
PQBP1,2,1,1
PQLC1,1,2,0.617507676480666
PRAMEF7,2,1,1
PRAP1,1,2,0.617507676480666
PRB1,1,2,0.617507676480666
PRB3,2,1,1
PRB4,1,2,0.617507676480666
PRDM8,2,1,1
PRH1,2,1,1
PRICKLE4,1,2,0.617507676480666
PRKACA,1,2,0.617507676480666
PRKACG,0,3,0.117560010183048
PRKRA,2,1,1
PRMT7,2,1,1
PRNP,0,3,0.117560010183048
PROX2,1,2,0.617507676480666
PRPF31,1,2,0.617507676480666
PRPF40A,1,2,0.617507676480666
PRPF6,2,1,1
PRPS2,0,3,0.117560010183048
PRR12,2,1,1
PRR23C,2,1,1
PRR5-ARHGAP8,2,1,1
PRRC1,1,2,0.617507676480666
PRRG1,0,3,0.117560010183048
PRRT3,1,2,0.617507676480666
PRSS12,1,2,0.617507676480666
PRSS21,2,1,1
PRUNE,3,0,0.248730217151269
PSMA8,0,3,0.117560010183048
PSMC2,3,0,0.248730217151269
PSTK,1,2,0.617507676480666
PTBP1,2,1,1
PTH,3,0,0.248730217151269
PTHLH,2,1,1
PTMA,1,2,0.617507676480666
PTP4A1,2,1,1
PTPRCAP,2,1,1
PTTG2,3,0,0.248730217151269
PUS10,0,3,0.117560010183048
PVALB,2,1,1
PVRIG,0,3,0.117560010183048
PWWP2B,1,2,0.617507676480666
PXMP4,1,2,0.617507676480666
PYDC1,1,2,0.617507676480666
QRSL1,1,2,0.617507676480666
RAB19,1,2,0.617507676480666
RAB20,2,1,1
RAB25,0,3,0.117560010183048
RAB27B,1,2,0.617507676480666
RAB2A,1,2,0.617507676480666
RAB37,2,1,1
RAB40AL,1,2,0.617507676480666
RAB40C,2,1,1
RAB41,2,1,1
RAB8A,1,2,0.617507676480666
RAB8B,0,3,0.117560010183048
RAD18,2,1,1
RAD51B,1,2,0.617507676480666
RAD52,3,0,0.248730217151269
RALBP1,2,1,1
RALGPS1,3,0,0.248730217151269
RANBP10,0,3,0.117560010183048
RAPSN,1,2,0.617507676480666
RASL10B,1,2,0.617507676480666
RASSF8,1,2,0.617507676480666
RASSF9,3,0,0.248730217151269
RAVER1,1,2,0.617507676480666
RBFOX2,1,2,0.617507676480666
